tourist_id,nationality,age,gender,travel_purpose,arrival_date,departure_date,duration_days,season,group_size,travel_with,previous_visits_to_nepal,hotel_id,accommodation_type,accommodation_city,cities_visited,num_attractions_visited,primary_transport,uses_tour_guide,daily_budget_usd,accommodation_cost_npr,food_cost_npr,shopping_cost_npr,activities_cost_npr,transport_cost_npr,guide_cost_npr,total_spent_npr,information_source,main_interest,satisfaction_score,would_recommend
9058,Australian,18,Male,Cultural Tourism,2025-10-12 03:50:54.435982,2025-10-21 03:50:54.435982,9,Autumn,1,Solo,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Private Car,False,37,18135,20025,6752,5000,18000,0,67912,Travel Blogs,Architecture,7.4,True
9059,British,61,Female,Pilgrimage,2025-11-21 03:50:54.435982,2025-12-02 03:50:54.435982,11,Autumn,2,Friend,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Walking,False,13,31559,14300,4096,3500,550,0,54005,Friends/Family,Spiritual Experience,7.7,True
9060,Indian,24,Male,Business,2025-09-06 03:50:54.435982,2025-09-10 03:50:54.435982,4,Autumn,4,Family,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan",9,Taxi,False,16,12572,2704,2530,4500,3200,0,25506,Social Media,Shopping,7.8,True
9061,Indian,41,Female,Cultural Tourism,2025-08-08 03:50:54.435982,2025-08-14 03:50:54.435982,6,Monsoon,4,Friends,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Taxi,True,17,16542,5298,1045,5500,4800,10470,43655,Travel Agency,Local Culture,6.5,False
9062,Bangladeshi,32,Male,Cultural Tourism,2025-04-03 03:50:54.435982,2025-04-06 03:50:54.435982,3,Spring,3,Family,1,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,13,9771,1938,323,4500,2400,4430,23362,Social Media,Architecture,7.5,True
9063,Australian,19,Male,Backpacking,2025-10-05 03:50:54.435982,2025-10-15 03:50:54.435982,10,Autumn,2,Friend,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Public Bus,False,30,28690,23530,299,5500,1000,0,59019,Travel Blogs,Heritage Sites,8.8,True
9064,Australian,37,Male,Backpacking,2025-10-28 03:50:54.435982,2025-11-11 03:50:54.435982,14,Autumn,1,Solo,3,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,True,24,38598,31332,4017,2000,7000,28154,111101,Travel Blogs,Heritage Sites,6.6,False
9065,Thai,28,Male,Cultural Tourism,2025-07-13 03:50:54.435982,2025-07-19 03:50:54.435982,6,Monsoon,5,Friends,0,55,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Private Car,True,15,4584,6330,2992,4000,12000,13698,43604,Travel Blogs,Local Culture,8.1,True
9066,Indian,18,Female,Cultural Tourism,2025-09-12 03:50:54.435982,2025-09-17 03:50:54.435982,5,Autumn,3,Friends,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",14,Private Car,False,11,14345,6715,2239,7000,10000,0,40299,Social Media,Heritage Sites,5.6,False
9067,Australian,60,Male,Adventure/Trekking,2024-11-28 03:50:54.435982,2024-12-10 03:50:54.435982,12,Autumn,2,Partner/Spouse,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Private Car,True,40,69672,25248,16274,1500,24000,21612,158306,Travel Blogs,Adventure Sports,5.4,False
9068,Bangladeshi,61,Male,Cultural Tourism,2025-04-20 03:50:54.435982,2025-04-25 03:50:54.435982,5,Spring,3,Family,1,17,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",13,Private Car,False,7,2465,3470,94,6500,10000,0,22529,Friends/Family,Architecture,6.7,False
9069,British,31,Male,Backpacking,2025-08-22 03:50:54.435982,2025-09-02 03:50:54.435982,11,Monsoon,1,Solo,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Private Car,False,33,30327,25575,12085,3000,22000,0,92987,Travel Agency,Food,6.9,False
9070,British,63,Male,Adventure/Trekking,2025-08-02 03:50:54.435982,2025-08-09 03:50:54.435982,7,Monsoon,3,Friends,0,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Private Car,False,26,26096,15813,1700,1500,14000,0,59109,Travel Blogs,Nature,5.9,False
9071,Indian,33,Male,Pilgrimage,2025-01-28 03:50:54.435982,2025-02-02 03:50:54.435982,5,Winter,5,Friends,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Walking,False,14,9935,5175,1841,3500,250,0,20701,Travel Agency,Religious Sites,7.1,True
9072,Thai,61,Male,Pilgrimage,2024-12-02 03:50:54.435982,2024-12-07 03:50:54.435982,5,Winter,5,Friends,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Public Bus,True,8,4235,1970,1552,5500,500,8468,22225,Guidebooks,Spiritual Experience,7.5,True
9073,Chinese,59,Female,Business,2025-09-23 03:50:54.435982,2025-09-29 03:50:54.435982,6,Autumn,7,Family,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,27,18570,14772,4319,4500,600,12126,54887,Guidebooks,Local Culture,7.6,True
9074,Dutch,32,Male,Cultural Tourism,2025-01-11 03:50:54.435982,2025-01-21 03:50:54.435982,10,Winter,2,Friend,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Walking,False,32,46360,23480,11320,5500,500,0,87160,Travel Blogs,Local Culture,6.0,False
9075,Chinese,46,Female,Pilgrimage,2025-02-16 03:50:54.435982,2025-02-23 03:50:54.435982,7,Winter,4,Family,0,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,20,26096,7392,1722,4000,5600,0,44810,Friends/Family,Religious Sites,7.7,True
9076,Indian,37,Female,Pilgrimage,2025-01-03 03:50:54.435982,2025-01-07 03:50:54.435982,4,Winter,4,Friends,0,9,Budget Hostel,Kathmandu,"Kathmandu,Patan",11,Private Car,False,9,2500,2184,406,5500,8000,0,18590,Travel Agency,Spiritual Experience,8.3,True
9077,Indian,21,Female,Business,2024-12-12 03:50:54.435982,2024-12-16 03:50:54.435982,4,Winter,2,Partner/Spouse,1,56,Boutique Hotel,Bhaktapur,"Kathmandu,Bhaktapur",11,Public Bus,False,14,12572,4604,1468,5500,400,0,24544,Travel Agency,Heritage Sites,7.5,True
9078,German,39,Female,Adventure/Trekking,2024-12-05 03:50:54.435982,2024-12-17 03:50:54.435982,12,Winter,2,Partner/Spouse,0,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,13,8664,13176,5727,2000,24000,0,53567,Friends/Family,Trekking,6.6,False
9079,Thai,26,Male,Adventure/Trekking,2025-10-10 03:50:54.435982,2025-10-14 03:50:54.435982,4,Autumn,4,Family,0,39,Boutique Hotel,Patan,"Kathmandu,Bhaktapur",3,Walking,False,20,21176,5656,2949,1500,200,0,31481,Social Media,Trekking,6.3,False
9080,Spanish,26,Male,Backpacking,2025-11-03 03:50:54.435982,2025-11-10 03:50:54.435982,7,Autumn,2,Friend,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,True,17,46452,6384,4539,5500,3500,14934,81309,Friends/Family,Shopping,8.6,True
9081,British,31,Female,Cultural Tourism,2024-12-11 03:50:54.435982,2024-12-24 03:50:54.435982,13,Winter,1,Solo,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,False,29,46137,25597,2062,5500,6500,0,85796,Travel Agency,Architecture,6.2,False
9082,Indian,48,Female,Cultural Tourism,2025-01-21 03:50:54.435982,2025-01-24 03:50:54.435982,3,Winter,5,Friends,0,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,7,3417,1872,23,4500,300,0,10112,Travel Agency,Local Culture,5.9,False
9083,Australian,43,Male,Backpacking,2025-04-30 03:50:54.435982,2025-05-08 03:50:54.435982,8,Spring,1,Solo,0,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,False,16,5776,10760,5077,4500,4000,0,30113,Travel Agency,Food,8.5,True
9084,Chinese,56,Female,Cultural Tourism,2025-10-23 03:50:54.435982,2025-10-29 03:50:54.435982,6,Autumn,3,Friends,0,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Public Bus,True,22,12372,14160,3699,7000,600,14016,51847,Social Media,Local Culture,7.9,True
9085,Indian,54,Male,Cultural Tourism,2025-01-15 03:50:54.435982,2025-01-21 03:50:54.435982,6,Winter,5,Tour Group,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Private Car,False,15,18570,7896,2165,5000,12000,0,45631,Social Media,Architecture,6.2,False
9086,American,65,Male,Cultural Tourism,2025-04-20 03:50:54.435982,2025-05-01 03:50:54.435982,11,Spring,2,Friend,2,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Walking,True,27,36476,14245,5542,8500,550,11785,77098,Friends/Family,Heritage Sites,7.9,True
9087,Indian,28,Male,Cultural Tourism,2025-11-19 03:50:54.435982,2025-11-24 03:50:54.435982,5,Autumn,2,Partner/Spouse,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Taxi,False,18,26470,4300,906,5500,4000,0,41176,Social Media,Heritage Sites,7.6,True
9088,Chinese,20,Female,Cultural Tourism,2025-09-24 03:50:54.435982,2025-10-02 03:50:54.435982,8,Autumn,2,Partner/Spouse,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Public Bus,False,28,26072,17712,649,6000,800,0,51233,Social Media,Heritage Sites,8.9,True
9089,Indian,53,Female,Pilgrimage,2025-03-12 03:50:54.435982,2025-03-17 03:50:54.435982,5,Spring,2,Friend,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Public Bus,True,12,4235,6410,191,5000,500,4388,20724,Travel Agency,Religious Sites,6.7,False
9090,Indian,46,Male,Cultural Tourism,2025-01-05 03:50:54.435982,2025-01-11 03:50:54.435982,6,Winter,4,Friends,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Walking,True,17,37098,7986,4321,7000,300,6531,63236,Other,Heritage Sites,7.6,True
9091,Korean,34,Male,Backpacking,2024-11-27 03:50:54.435982,2024-12-03 03:50:54.435982,6,Autumn,3,Family,2,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,True,20,6834,4188,3150,3500,3000,6456,27128,Travel Blogs,Local Culture,8.8,True
9092,Indian,22,Female,Backpacking,2025-02-16 03:50:54.435982,2025-02-22 03:50:54.435982,6,Winter,2,Partner/Spouse,2,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,8,2484,3042,346,4500,600,10518,21490,Travel Blogs,Local Culture,9.1,True
9093,German,53,Female,Backpacking,2025-04-30 03:50:54.435982,2025-05-11 03:50:54.435982,11,Spring,2,Friend,0,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Public Bus,True,22,33176,16995,8954,2000,1100,19345,81570,Travel Blogs,Heritage Sites,9.6,True
9094,Indian,22,Female,Pilgrimage,2025-09-03 03:50:54.435982,2025-09-06 03:50:54.435982,3,Autumn,4,Tour Group,0,29,Budget Hostel,Kathmandu,"Kathmandu,Bhaktapur",6,Private Car,True,6,1005,996,566,3000,6000,4452,16019,Social Media,Spiritual Experience,9.3,True
9095,Indian,34,Female,Pilgrimage,2025-09-28 03:50:54.435982,2025-10-01 03:50:54.435982,3,Autumn,5,Family,3,29,Budget Hostel,Kathmandu,"Kathmandu,Patan",8,Taxi,True,6,1005,2232,261,4000,2400,4349,14247,Social Media,Spiritual Experience,5.7,False
9096,Indian,21,Female,Pilgrimage,2025-08-26 03:50:54.435982,2025-08-30 03:50:54.435982,4,Monsoon,4,Family,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Bhaktapur",8,Public Bus,True,13,24732,4388,1132,4000,400,8546,43198,Friends/Family,Religious Sites,5.7,False
9097,French,18,Female,Cultural Tourism,2025-08-11 03:50:54.435982,2025-08-20 03:50:54.435982,9,Monsoon,2,Friend,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Rental Bike,True,27,52254,22644,5380,6000,4500,18008,108786,Social Media,Heritage Sites,8.3,True
9098,Australian,18,Male,Cultural Tourism,2025-11-20 03:50:54.435982,2025-11-29 03:50:54.435982,9,Autumn,1,Solo,4,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",12,Taxi,False,19,42435,13176,1339,6000,7200,0,70150,Travel Blogs,Architecture,9.1,True
9099,German,21,Female,Adventure/Trekking,2025-05-25 03:50:54.435982,2025-06-08 03:50:54.435982,14,Spring,2,Partner/Spouse,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Walking,False,20,92904,11102,4646,3500,700,0,112852,Travel Blogs,Adventure Sports,8.5,True
9100,Chinese,35,Male,Business,2025-03-16 03:50:54.435982,2025-03-21 03:50:54.435982,5,Spring,2,Partner/Spouse,3,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Walking,True,17,19725,3495,686,3000,250,4164,31320,Friends/Family,Heritage Sites,6.7,False
9101,American,21,Female,Adventure/Trekking,2025-05-05 03:50:54.435982,2025-05-12 03:50:54.435982,7,Spring,1,Solo,2,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Public Bus,True,34,43281,15232,8003,1500,700,14646,83362,Travel Blogs,Adventure Sports,6.9,False
9102,American,63,Female,Cultural Tourism,2025-09-03 03:50:54.435982,2025-09-15 03:50:54.435982,12,Autumn,2,Friend,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Taxi,False,26,20364,27852,4727,7500,9600,0,70043,Social Media,Architecture,7.4,True
9103,Japanese,34,Female,Cultural Tourism,2025-07-07 03:50:54.435982,2025-07-13 03:50:54.435982,6,Monsoon,3,Family,1,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",13,Taxi,True,39,44280,15984,2543,6500,4800,7188,81295,Other,Local Culture,6.9,False
9104,Chinese,35,Male,Pilgrimage,2025-11-10 03:50:54.435982,2025-11-15 03:50:54.435982,5,Autumn,5,Friends,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,True,20,28375,5100,3361,5500,2500,6666,51502,Friends/Family,Religious Sites,6.8,False
9105,American,56,Male,Cultural Tourism,2024-12-12 03:50:54.435982,2024-12-19 03:50:54.435982,7,Winter,1,Solo,1,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,31,11914,19537,5490,4500,14000,0,55441,Friends/Family,Local Culture,6.4,False
9106,American,41,Male,Cultural Tourism,2025-01-12 03:50:54.435982,2025-01-19 03:50:54.435982,7,Winter,1,Solo,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Walking,False,37,39725,16422,9877,6000,350,0,72374,Friends/Family,Heritage Sites,7.2,True
9107,Australian,24,Female,Backpacking,2025-06-26 03:50:54.435982,2025-07-04 03:50:54.435982,8,Monsoon,1,Solo,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Private Car,True,20,28392,6288,4860,3500,16000,15452,74492,Friends/Family,Food,7.4,True
9108,American,38,Female,Backpacking,2025-06-17 03:50:54.435982,2025-06-28 03:50:54.435982,11,Monsoon,2,Partner/Spouse,0,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Private Car,False,32,81180,27258,10392,3500,22000,0,144330,Travel Agency,Food,8.1,True
9109,American,62,Female,Backpacking,2024-11-26 03:50:54.435982,2024-12-09 03:50:54.435982,13,Autumn,1,Solo,2,24,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Walking,True,43,53807,37726,2607,4000,650,12372,111162,Travel Agency,Heritage Sites,10.0,True
9110,Indian,58,Female,Cultural Tourism,2024-12-06 03:50:54.435982,2024-12-11 03:50:54.435982,5,Winter,4,Friends,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Taxi,True,17,33180,5325,2510,7000,4000,7646,59661,Guidebooks,Local Culture,6.1,False
9111,Indian,60,Female,Pilgrimage,2025-09-13 03:50:54.435982,2025-09-19 03:50:54.435982,6,Autumn,5,Family,1,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,True,13,18858,6672,352,5000,3000,14283,48165,Guidebooks,Religious Sites,8.7,True
9112,Indian,19,Male,Pilgrimage,2025-04-29 03:50:54.435982,2025-05-05 03:50:54.435982,6,Spring,5,Friends,0,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Walking,True,17,6834,6024,3287,3000,300,12915,32360,Social Media,Religious Sites,7.6,True
9113,Korean,33,Male,Luxury Travel,2025-09-09 03:50:54.435982,2025-09-14 03:50:54.435982,5,Autumn,2,Friend,0,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Public Bus,False,20,13180,5775,265,2000,500,0,21720,Travel Blogs,Shopping,7.3,True
9114,German,66,Female,Luxury Travel,2025-07-07 03:50:54.435982,2025-07-16 03:50:54.435982,9,Monsoon,2,Partner/Spouse,1,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,True,21,47646,7272,4681,4000,4500,10620,78719,Guidebooks,Shopping,6.9,False
9115,Israeli,32,Female,Adventure/Trekking,2025-06-25 03:50:54.435982,2025-07-04 03:50:54.435982,9,Monsoon,1,Solo,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Rental Bike,False,20,31941,12627,4486,1500,4500,0,55054,Travel Blogs,Adventure Sports,7.4,True
9116,Korean,55,Male,Business,2025-07-21 03:50:54.435982,2025-07-28 03:50:54.435982,7,Monsoon,4,Tour Group,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Private Car,True,21,27615,6146,2586,3000,14000,12846,66193,Guidebooks,Local Culture,5.6,False
9117,Canadian,64,Female,Cultural Tourism,2025-09-13 03:50:54.435982,2025-09-24 03:50:54.435982,11,Autumn,2,Friend,3,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",16,Taxi,True,27,58234,17138,2563,8000,8800,15715,110450,Travel Agency,Local Culture,5.6,False
9118,French,33,Female,Adventure/Trekking,2025-02-08 03:50:54.435982,2025-02-15 03:50:54.435982,7,Winter,1,Solo,2,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Taxi,True,30,89642,18368,7185,2000,5600,7962,130757,Travel Blogs,Adventure Sports,8.8,True
9119,Bangladeshi,48,Male,Pilgrimage,2024-12-22 03:50:54.435982,2024-12-25 03:50:54.435982,3,Winter,4,Family,0,23,Guesthouse,Kathmandu,"Kathmandu,Bhaktapur",8,Private Car,False,10,3732,2094,259,4000,6000,0,16085,Travel Agency,Religious Sites,7.4,True
9120,American,38,Male,Backpacking,2025-07-27 03:50:54.435982,2025-08-06 03:50:54.435982,10,Monsoon,2,Partner/Spouse,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,False,27,66360,15250,200,4500,5000,0,91310,Other,Shopping,6.7,False
9121,Chinese,33,Female,Cultural Tourism,2025-08-31 03:50:54.435982,2025-09-07 03:50:54.435982,7,Monsoon,6,Family,1,24,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Rental Bike,True,17,28973,7014,3919,7000,3500,12156,62562,Social Media,Local Culture,7.0,True
9122,Canadian,34,Male,Cultural Tourism,2025-02-24 03:50:54.435982,2025-03-05 03:50:54.435982,9,Winter,2,Friend,0,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,True,16,29313,13086,5238,4500,18000,12084,82221,Travel Blogs,Heritage Sites,6.1,False
9123,British,36,Female,Pilgrimage,2025-08-04 03:50:54.435982,2025-08-11 03:50:54.435982,7,Monsoon,3,Family,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Private Car,True,24,27615,13496,4824,3000,14000,12618,75553,Travel Blogs,Spiritual Experience,7.0,False
9124,Indian,47,Female,Business,2025-07-21 03:50:54.435982,2025-07-26 03:50:54.435982,5,Monsoon,4,Tour Group,2,55,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,17,3820,4930,942,2500,4000,0,16192,Guidebooks,Local Culture,7.0,False
9125,Chinese,18,Female,Adventure/Trekking,2025-09-08 03:50:54.435982,2025-09-17 03:50:54.435982,9,Autumn,5,Tour Group,0,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,27,33552,20376,8184,2000,18000,0,82112,Social Media,Trekking,7.7,True
9126,Indian,68,Male,Pilgrimage,2024-12-05 03:50:54.435982,2024-12-08 03:50:54.435982,3,Winter,5,Family,1,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,14,11835,2523,1518,4500,2400,4071,26847,Travel Blogs,Spiritual Experience,6.5,False
9127,American,31,Female,Cultural Tourism,2025-07-10 03:50:54.435982,2025-07-17 03:50:54.435982,7,Monsoon,1,Solo,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,True,15,22813,5439,4345,4500,3500,13746,54343,Travel Agency,Heritage Sites,7.2,True
9128,Thai,60,Male,Cultural Tourism,2025-07-01 03:50:54.435982,2025-07-05 03:50:54.435982,4,Monsoon,5,Family,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Bhaktapur",12,Private Car,False,16,23224,2608,1516,6000,8000,0,41348,Travel Agency,Heritage Sites,7.6,True
9129,Australian,24,Female,Adventure/Trekking,2025-08-22 03:50:54.435982,2025-08-30 03:50:54.435982,8,Monsoon,1,Solo,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Walking,False,26,26072,23800,7374,3500,400,0,61146,Social Media,Nature,6.9,False
9130,French,38,Male,Cultural Tourism,2025-03-02 03:50:54.435982,2025-03-10 03:50:54.435982,8,Spring,2,Partner/Spouse,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",12,Public Bus,True,20,16120,6768,4077,6000,800,15420,49185,Social Media,Architecture,6.8,False
9131,German,56,Male,Backpacking,2025-03-30 03:50:54.435982,2025-04-10 03:50:54.435982,11,Spring,2,Partner/Spouse,1,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,True,16,78606,13508,592,2000,5500,13060,113266,Social Media,Heritage Sites,7.4,True
9132,German,51,Male,Pilgrimage,2025-07-14 03:50:54.435982,2025-07-26 03:50:54.435982,12,Monsoon,2,Friend,0,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Public Bus,False,16,36192,15864,3755,4000,1200,0,61011,Travel Agency,Religious Sites,6.0,False
9133,American,66,Female,Backpacking,2025-02-27 03:50:54.435982,2025-03-06 03:50:54.435982,7,Winter,1,Solo,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,True,28,32452,12068,1781,4000,3500,10476,64277,Social Media,Food,7.1,True
9134,Chinese,35,Male,Cultural Tourism,2025-04-10 03:50:54.435982,2025-04-15 03:50:54.435982,5,Spring,6,Family,1,24,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Walking,False,21,20695,7240,1411,7500,250,0,37096,Travel Blogs,Heritage Sites,8.5,True
9135,Chinese,57,Male,Adventure/Trekking,2025-03-20 03:50:54.435982,2025-03-27 03:50:54.435982,7,Spring,7,Friends,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,25,23212,10143,949,3000,3500,0,40804,Travel Agency,Nature,9.1,True
9136,Japanese,44,Female,Cultural Tourism,2024-11-24 03:50:54.435982,2024-12-03 03:50:54.435982,9,Autumn,1,Solo,1,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",19,Taxi,False,29,64314,15687,4574,9500,7200,0,101275,Guidebooks,Local Culture,7.0,True
9137,Canadian,58,Female,Luxury Travel,2025-05-25 03:50:54.435982,2025-06-02 03:50:54.435982,8,Spring,1,Solo,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,29,19672,22016,2860,2500,6400,0,53448,Friends/Family,Heritage Sites,8.5,True
9138,Indian,22,Male,Adventure/Trekking,2025-02-20 03:50:54.435982,2025-02-25 03:50:54.435982,5,Winter,2,Partner/Spouse,4,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",7,Walking,True,10,2525,3365,1105,3500,250,6246,16991,Travel Blogs,Trekking,6.6,False
9139,Israeli,45,Male,Adventure/Trekking,2025-07-17 03:50:54.435982,2025-07-23 03:50:54.435982,6,Monsoon,1,Solo,0,23,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Walking,True,16,7464,7938,2894,2000,300,6459,27055,Travel Agency,Trekking,5.7,False
9140,Dutch,68,Female,Cultural Tourism,2025-08-22 03:50:54.435982,2025-09-01 03:50:54.435982,10,Monsoon,1,Solo,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",18,Private Car,False,28,46360,29060,2002,9000,20000,0,106422,Travel Blogs,Heritage Sites,7.4,True
9141,Thai,38,Male,Pilgrimage,2025-11-11 03:50:54.435982,2025-11-16 03:50:54.435982,5,Autumn,3,Friends,0,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",9,Taxi,False,13,4870,4795,276,4500,4000,0,18441,Other,Spiritual Experience,8.0,True
9142,Indian,38,Female,Pilgrimage,2024-11-29 03:50:54.435982,2024-12-04 03:50:54.435982,5,Autumn,3,Family,2,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Walking,False,11,8485,5980,1456,3000,250,0,19171,Travel Agency,Religious Sites,9.1,True
9143,British,65,Female,Volunteer Work,2024-12-19 03:50:54.435982,2024-12-30 03:50:54.435982,11,Winter,2,Friend,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,True,20,36476,7788,3908,4000,5500,10255,67927,Friends/Family,Heritage Sites,7.8,True
9144,Thai,22,Female,Business,2025-04-07 03:50:54.435982,2025-04-13 03:50:54.435982,6,Spring,3,Friends,0,24,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Public Bus,False,21,24834,7974,1511,3500,600,0,38419,Social Media,Food,9.0,True
9145,Chinese,65,Male,Business,2025-03-17 03:50:54.435982,2025-03-24 03:50:54.435982,7,Spring,5,Friends,0,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Walking,True,28,14434,9625,6258,3500,350,13110,47277,Other,Heritage Sites,8.4,True
9146,Indian,32,Male,Cultural Tourism,2025-06-27 03:50:54.435982,2025-07-01 03:50:54.435982,4,Monsoon,3,Tour Group,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Private Car,False,9,3388,2920,179,6000,8000,0,20487,Friends/Family,Heritage Sites,6.7,False
